规则编号,适用方向,依据字段,匹配方式,关键词,排除关键词,对手名称含,一级标签,二级标签,三级标签,优先级,备注
R3913,收入,摘要或备注,包含,检测报告费,,,经营类,主营业务,销售收入,760,词库
R3914,收入,摘要或备注,包含,法律服务,,,经营类,主营业务,销售收入,760,词库
R3915,收入,对手名称,包含,会计师事务所,,,经营类,主营业务,销售收入,760,词库
R3916,收入,对手名称,包含,税务师事务所,,,经营类,主营业务,销售收入,760,词库
R3917,收入,对手名称,包含,认证,,,经营类,主营业务,销售收入,760,词库
R3918,收入,对手名称,包含,知识产权,,,经营类,主营业务,销售收入,760,词库
R3919,收入,对手名称,包含,检测,,,经营类,主营业务,销售收入,760,词库
R3920,收入,对手名称,包含,检验,,,经营类,主营业务,销售收入,760,词库
R3921,收入,对手名称,包含,律师,,,经营类,主营业务,销售收入,760,词库
R3922,收入,摘要或备注,包含,结账,,,经营类,主营业务,销售收入,760,词库
R3923,收入,摘要或备注,包含,税控盘,,,经营类,主营业务,销售收入,760,词库
R3924,收入,摘要或备注,包含,B2B,,,经营类,主营业务,销售收入,760,词库
R3925,收入,摘要或备注,包含,商户结算,,,经营类,主营业务,销售收入,760,词库
R3926,收入,摘要或备注,包含,租凭费,,,经营类,主营业务,销售收入,760,词库
R3927,收入,摘要或备注,包含,石化卡,,,经营类,主营业务,销售收入,760,词库
R3928,收入,摘要或备注,包含,定做,,,经营类,主营业务,销售收入,760,词库
R3929,收入,摘要或备注,包含,商标变更,,,经营类,主营业务,销售收入,760,词库
R3930,收入,摘要或备注,包含,参评费,,,经营类,主营业务,销售收入,760,词库
R3931,收入,摘要或备注,包含,内存条,,,经营类,主营业务,销售收入,760,词库
R3932,收入,摘要或备注,包含,电商支付,,,经营类,主营业务,销售收入,760,词库
R3933,收入,摘要或备注,包含,商标注册,,,经营类,主营业务,销售收入,760,词库
R3934,收入,摘要或备注,包含,ＦＯＢ费,,,经营类,主营业务,销售收入,760,词库
R3935,收入,摘要或备注,包含,起运港费,,,经营类,主营业务,销售收入,760,词库
R3936,收入,摘要或备注,包含,商标申请,,,经营类,主营业务,销售收入,760,词库
R3937,收入,摘要或备注,包含,活动柜,,,经营类,主营业务,销售收入,760,词库
R3938,收入,摘要或备注,包含,饰品,,,经营类,主营业务,销售收入,760,词库
R3939,收入,摘要或备注,包含,支付款,,,经营类,主营业务,销售收入,760,词库
R3940,收入,摘要或备注,包含,港前费,,,经营类,主营业务,销售收入,760,词库
R3941,收入,摘要或备注,包含,款,销户款|开户款|定期款|赔款|退款|借款|还款|贷款|按揭款|退余款|回款|罚款|违约款|执行款|打款|划款|汇款|付款|借出款|拨款|转款|股东款|调解款|代付款|返款|扣款|股权款|利息款|捐款|往来款|往款|住来款|存款|取款|收款|投资款|公司款|部分款|租赁款|款项|放款|税款|保险款|提款|报销款|工资款|个人款|借支款|款已汇|款金多|汇缴款|融资款|保理款|薪酬款|汇入款|汇出款,,经营类,主营业务,销售收入,760,内联:销售收入款规则
R3942,支出,摘要或备注,包含,本息,,,筹资类,其他筹资类,其他筹资类支出,750,词库
R3943,支出,摘要或备注,包含,本金,,,筹资类,其他筹资类,其他筹资类支出,750,词库
R3944,支出,摘要或备注,包含,利息,,,筹资类,其他筹资类,其他筹资类支出,750,词库
R3945,支出,摘要或备注,包含,付息,,,筹资类,其他筹资类,其他筹资类支出,750,词库
R3946,支出,摘要或备注,包含,还本,,,筹资类,其他筹资类,其他筹资类支出,750,词库
R3947,支出,摘要或备注,包含,委贷,,,筹资类,其他筹资类,其他筹资类支出,750,词库
R3948,支出,摘要或备注,包含,贷款,,,筹资类,其他筹资类,其他筹资类支出,750,词库
R3949,支出,摘要或备注,包含,借款,,,筹资类,其他筹资类,其他筹资类支出,750,词库
R3950,支出,摘要或备注,包含,还息,,,筹资类,其他筹资类,其他筹资类支出,750,词库
R3951,支出,摘要或备注,包含,还贷,,,筹资类,其他筹资类,其他筹资类支出,750,词库
R3952,支出,摘要或备注,包含,欠息,,,筹资类,其他筹资类,其他筹资类支出,750,词库
R3953,支出,摘要或备注,包含,收本,,,筹资类,其他筹资类,其他筹资类支出,750,词库
R3954,支出,对手名称,包含,委托贷款过渡专户,,,筹资类,其他筹资类,其他筹资类支出,750,词库
R3955,支出,对手名称,包含,贷款利息,,,筹资类,其他筹资类,其他筹资类支出,750,词库
R3956,支出,摘要或备注,包含,还款,,,筹资类,其他筹资类,其他筹资类支出,750,词库
R3957,支出,对手名称,包含,融资担保,,,筹资类,其他筹资类,其他筹资类支出,750,词库
R3958,支出,摘要或备注,包含,担保费,,,筹资类,其他筹资类,其他筹资类支出,750,词库
R3959,收入,摘要或备注,包含,支票,,,经营类,往来款,往来款收入,750,词库
R3960,收入,摘要或备注,包含,往款,,,经营类,往来款,往来款收入,750,词库
R3961,收入,摘要或备注,包含,徍来,,,经营类,往来款,往来款收入,750,词库
R3962,收入,摘要或备注,包含,住来,,,经营类,往来款,往来款收入,750,词库
R3963,收入,摘要或备注,包含,往來,,,经营类,往来款,往来款收入,750,词库
R3964,收入,摘要或备注,包含,往来,,,经营类,往来款,往来款收入,750,词库
R3965,收入,摘要或备注,包含,wl,,,经营类,往来款,往来款收入,750,词库
R3966,收入,摘要或备注,包含,wanglai,,,经营类,往来款,往来款收入,750,词库
R3967,收入,摘要或备注,包含,wangali,,,经营类,往来款,往来款收入,750,词库
R3968,收入,摘要或备注,包含,电汇,,,经营类,往来款,往来款收入,750,词库
R3969,收入,摘要或备注,包含,票汇,,,经营类,往来款,往来款收入,750,词库
R3970,支出,摘要或备注,包含,协定转活期,,,投资类,投资理财,投资理财支出,740,词库
R3971,支出,摘要或备注,包含,定期支取,,,投资类,投资理财,投资理财支出,740,词库
R3972,支出,摘要或备注,包含,活期转协定,,,投资类,投资理财,投资理财支出,740,词库
R3973,支出,摘要或备注,包含,定转活,,,投资类,投资理财,投资理财支出,740,词库
R3974,支出,摘要或备注,包含,活转定,,,投资类,投资理财,投资理财支出,740,词库
R3975,支出,摘要或备注,包含,活期转定期,,,投资类,投资理财,投资理财支出,740,词库
R3976,支出,摘要或备注,包含,理财,,,投资类,投资理财,投资理财支出,740,词库
R3977,支出,摘要或备注,包含,钱生钱,,,投资类,投资理财,投资理财支出,740,词库
R3978,支出,摘要或备注,包含,股红,,,投资类,投资理财,投资理财支出,740,词库
R3979,支出,摘要或备注,包含,智多宝,,,投资类,投资理财,投资理财支出,740,词库
R3980,支出,摘要或备注,包含,薪加薪,,,投资类,投资理财,投资理财支出,740,词库
R3981,支出,摘要或备注,包含,盆满钵盈,,,投资类,投资理财,投资理财支出,740,词库
R3982,支出,摘要或备注,包含,薪满益足,,,投资类,投资理财,投资理财支出,740,词库
R3983,支出,摘要或备注,包含,基金赎回,,,投资类,投资理财,投资理财支出,740,词库
R3984,支出,摘要或备注,包含,基金申购,,,投资类,投资理财,投资理财支出,740,词库
R3985,支出,摘要或备注,包含,基金转入,,,投资类,投资理财,投资理财支出,740,词库
R3986,支出,摘要或备注,包含,基金转出,,,投资类,投资理财,投资理财支出,740,词库
R3987,支出,摘要或备注,包含,证券转银行,,,投资类,投资理财,投资理财支出,740,词库
R3988,支出,摘要或备注,包含,金条,,,投资类,投资理财,投资理财支出,740,词库
R3989,支出,摘要或备注,包含,出金,,,投资类,投资理财,投资理财支出,740,词库
R3990,支出,摘要或备注,包含,结构性,,,投资类,投资理财,投资理财支出,740,词库
R3991,支出,摘要或备注,包含,银证转入,,,投资类,投资理财,投资理财支出,740,词库
R3992,支出,摘要或备注,包含,银证转出,,,投资类,投资理财,投资理财支出,740,词库
R3993,支出,摘要或备注,包含,证转银,,,投资类,投资理财,投资理财支出,740,词库
R3994,支出,摘要或备注,包含,银转证,,,投资类,投资理财,投资理财支出,740,词库
R3995,支出,摘要或备注,包含,约定转存,,,投资类,投资理财,投资理财支出,740,词库
R3996,支出,摘要或备注,包含,转开定期,,,投资类,投资理财,投资理财支出,740,词库
R3997,支出,摘要或备注,包含,入股,,,投资类,投资理财,投资理财支出,740,词库
R3998,支出,摘要或备注,包含,股票,,,投资类,投资理财,投资理财支出,740,词库
R3999,支出,摘要或备注,包含,持股缴款,,,投资类,投资理财,投资理财支出,740,词库
R4000,支出,摘要或备注,包含,股计划,,,投资类,投资理财,投资理财支出,740,词库
R4001,支出,摘要或备注,包含,股权,,,投资类,投资理财,投资理财支出,740,词库
R4002,支出,摘要或备注,包含,股权回购,,,投资类,投资理财,投资理财支出,740,词库
R4003,支出,摘要或备注,包含,股权缴款,,,投资类,投资理财,投资理财支出,740,词库
R4004,支出,摘要或备注,包含,股权激励,,,投资类,投资理财,投资理财支出,740,词库
R4005,支出,摘要或备注,包含,股权收购,,,投资类,投资理财,投资理财支出,740,词库
R4006,支出,摘要或备注,包含,股权转让,,,投资类,投资理财,投资理财支出,740,词库
R4007,支出,摘要或备注,包含,投资收益,,,投资类,投资理财,投资理财支出,740,词库
R4008,支出,摘要或备注,包含,股东返利,,,投资类,投资理财,投资理财支出,740,词库
R4009,支出,摘要或备注,包含,分红,,,投资类,投资理财,投资理财支出,740,词库
R4010,支出,摘要或备注,包含,大额存单认购,,,投资类,投资理财,投资理财支出,740,词库
R4011,支出,摘要或备注,包含,大额存单兑付,,,投资类,投资理财,投资理财支出,740,词库
R4012,支出,摘要或备注,包含,产品购买,,,投资类,投资理财,投资理财支出,740,词库
R4013,支出,摘要或备注,包含,产品赎回,,,投资类,投资理财,投资理财支出,740,词库
R4014,支出,摘要或备注,包含,产品到期,,,投资类,投资理财,投资理财支出,740,词库
R4015,支出,摘要或备注,包含,产品收益,,,投资类,投资理财,投资理财支出,740,词库
R4016,支出,摘要或备注,包含,产品到期兑付,,,投资类,投资理财,投资理财支出,740,词库
R4017,支出,摘要或备注,包含,定投,,,投资类,投资理财,投资理财支出,740,词库
R4018,支出,摘要或备注,包含,红利,,,投资类,投资理财,投资理财支出,740,词库
R4019,支出,摘要或备注,包含,股息,,,投资类,投资理财,投资理财支出,740,词库
R4020,支出,摘要或备注,包含,投资拨款,,,投资类,投资理财,投资理财支出,740,词库
R4021,支出,摘要或备注,包含,股东增资,,,投资类,投资理财,投资理财支出,740,词库
R4022,支出,摘要或备注,包含,股东注资,,,投资类,投资理财,投资理财支出,740,词库
R4023,支出,摘要或备注,包含,股东投资,,,投资类,投资理财,投资理财支出,740,词库
R4024,支出,摘要或备注,包含,股东股资,,,投资类,投资理财,投资理财支出,740,词库
R4025,支出,摘要或备注,包含,增资扩股,,,投资类,投资理财,投资理财支出,740,词库
R4026,支出,摘要或备注,包含,投资款,,,投资类,投资理财,投资理财支出,740,词库
R4027,支出,摘要或备注,包含,出资款,,,投资类,投资理财,投资理财支出,740,词库
R4028,支出,摘要或备注,包含,注资,,,投资类,投资理财,投资理财支出,740,词库
R4029,支出,摘要或备注,包含,期权,,,投资类,投资理财,投资理财支出,740,词库
R4030,支出,摘要或备注,包含,股本,,,投资类,投资理财,投资理财支出,740,词库
R4031,收入,摘要或备注,包含,工资,,,经营类,其他经营类,其他经营类收入,740,词库
R4032,收入,摘要或备注,包含,薪金,,,经营类,其他经营类,其他经营类收入,740,词库
R4033,收入,摘要或备注,包含,薪酬,,,经营类,其他经营类,其他经营类收入,740,词库
R4034,收入,摘要或备注,包含,薪资,,,经营类,其他经营类,其他经营类收入,740,词库
R4035,收入,摘要或备注,包含,薪水,,,经营类,其他经营类,其他经营类收入,740,词库
R4036,收入,摘要或备注,包含,年终奖,,,经营类,其他经营类,其他经营类收入,740,词库
R4037,收入,摘要或备注,包含,年中奖,,,经营类,其他经营类,其他经营类收入,740,词库
R4038,收入,摘要或备注,包含,员工奖,,,经营类,其他经营类,其他经营类收入,740,词库
R4039,收入,摘要或备注,包含,提成,,,经营类,其他经营类,其他经营类收入,740,词库
R4040,收入,摘要或备注,包含,奖金,,,经营类,其他经营类,其他经营类收入,740,词库
R4041,收入,摘要或备注,包含,雇佣费,,,经营类,其他经营类,其他经营类收入,740,词库
R4042,收入,对手名称,包含,工资,,,经营类,其他经营类,其他经营类收入,740,词库
R4043,收入,摘要或备注,包含,福利,,,经营类,其他经营类,其他经营类收入,740,词库
R4044,收入,摘要或备注,包含,招聘,,,经营类,其他经营类,其他经营类收入,740,词库
R4045,收入,摘要或备注,包含,离职,,,经营类,其他经营类,其他经营类收入,740,词库
R4046,收入,摘要或备注,包含,旅差,,,经营类,其他经营类,其他经营类收入,740,词库
R4047,收入,摘要或备注,包含,差旅,,,经营类,其他经营类,其他经营类收入,740,词库
R4048,收入,摘要或备注,包含,出差,,,经营类,其他经营类,其他经营类收入,740,词库
R4049,收入,摘要或备注,包含,报销,,,经营类,其他经营类,其他经营类收入,740,词库
R4050,收入,摘要或备注,包含,补贴,,,经营类,其他经营类,其他经营类收入,740,词库
R4051,收入,摘要或备注,包含,伙食,,,经营类,其他经营类,其他经营类收入,740,词库
R4052,收入,摘要或备注,包含,手术,,,经营类,其他经营类,其他经营类收入,740,词库
R4053,收入,摘要或备注,包含,加班,,,经营类,其他经营类,其他经营类收入,740,词库
R4054,收入,摘要或备注,包含,差费,,,经营类,其他经营类,其他经营类收入,740,词库
R4055,收入,摘要或备注,包含,高温费,,,经营类,其他经营类,其他经营类收入,740,词库
R4056,收入,摘要或备注,包含,慰问品,,,经营类,其他经营类,其他经营类收入,740,词库
R4057,收入,摘要或备注,包含,员工费,,,经营类,其他经营类,其他经营类收入,740,词库
R4058,收入,摘要或备注,包含,责任险,,,经营类,其他经营类,其他经营类收入,740,词库
R4059,收入,摘要或备注,包含,团费,,,经营类,其他经营类,其他经营类收入,740,词库
R4060,收入,摘要或备注,包含,节日费,,,经营类,其他经营类,其他经营类收入,740,词库
R4061,收入,摘要或备注,包含,奖励,,,经营类,其他经营类,其他经营类收入,740,词库
R4062,收入,摘要或备注,包含,猎聘,,,经营类,其他经营类,其他经营类收入,740,词库
R4063,收入,摘要或备注,包含,体检,,,经营类,其他经营类,其他经营类收入,740,词库
R4064,收入,摘要或备注,包含,网聘,,,经营类,其他经营类,其他经营类收入,740,词库
R4065,收入,摘要或备注,包含,节费,,,经营类,其他经营类,其他经营类收入,740,词库
R4066,收入,摘要或备注,包含,养老款,,,经营类,其他经营类,其他经营类收入,740,词库
R4067,收入,摘要或备注,包含,端午费,,,经营类,其他经营类,其他经营类收入,740,词库
R4068,收入,摘要或备注,包含,春节费,,,经营类,其他经营类,其他经营类收入,740,词库
R4069,收入,摘要或备注,包含,中秋费,,,经营类,其他经营类,其他经营类收入,740,词库
R4070,收入,摘要或备注,包含,投标,,,经营类,其他经营类,其他经营类收入,740,词库
R4071,收入,摘要或备注,包含,保证金,,,经营类,其他经营类,其他经营类收入,740,词库
R4072,收入,摘要或备注,包含,POS,,,经营类,其他经营类,其他经营类收入,740,词库
R4073,收入,摘要或备注,包含,提现,,,经营类,其他经营类,其他经营类收入,740,词库
R4074,收入,对手名称,包含,受托支付,,,经营类,其他经营类,其他经营类收入,740,词库
R4075,收入,摘要或备注,包含,受托支付,,,经营类,其他经营类,其他经营类收入,740,词库
R4076,收入,对手名称,包含,个人／单位存款,,,经营类,其他经营类,其他经营类收入,740,词库
R4077,收入,对手名称,包含,公积金,,,内部调拨类,自有资金调拨,其他收入,730,词库
R4078,收入,对手名称,包含,住房公积,,,内部调拨类,自有资金调拨,其他收入,730,词库
R4079,收入,摘要或备注,包含,网银服务费,,,内部调拨类,自有资金调拨,其他收入,730,词库
R4080,收入,摘要或备注,包含,账户查询服务费,,,内部调拨类,自有资金调拨,其他收入,730,词库
R4081,收入,摘要或备注,包含,对公人民币转账,,,内部调拨类,自有资金调拨,其他收入,730,词库
R4082,收入,摘要或备注,包含,对公收费明细入帐,,,内部调拨类,自有资金调拨,其他收入,730,词库
R4083,收入,摘要或备注,包含,移动扣费,,,内部调拨类,自有资金调拨,其他收入,730,词库
R4084,收入,摘要或备注,包含,网上银行服务费,,,内部调拨类,自有资金调拨,其他收入,730,词库
R4085,收入,摘要或备注,包含,批量扣费,,,内部调拨类,自有资金调拨,其他收入,730,词库
R4086,收入,摘要或备注,包含,自助交易费,,,内部调拨类,自有资金调拨,其他收入,730,词库
R4087,收入,摘要或备注,包含,网银证书费,,,内部调拨类,自有资金调拨,其他收入,730,词库
R4088,收入,摘要或备注,包含,USBKEY费,,,内部调拨类,自有资金调拨,其他收入,730,词库
R4089,收入,对手名称,包含,手续费,,,内部调拨类,自有资金调拨,其他收入,730,词库
R4090,收入,摘要或备注,包含,手续费,,,内部调拨类,自有资金调拨,其他收入,730,词库
R4091,收入,摘要或备注,包含,年服务费,,,内部调拨类,自有资金调拨,其他收入,730,词库
R4092,收入,摘要或备注,包含,对公短信通,,,内部调拨类,自有资金调拨,其他收入,730,词库
R4093,收入,摘要或备注,包含,网银汇划费,,,内部调拨类,自有资金调拨,其他收入,730,词库
R4094,收入,对手名称,包含,税务局,,,内部调拨类,自有资金调拨,其他收入,730,词库
R4095,收入,对手名称,包含,银电联网,,,内部调拨类,自有资金调拨,其他收入,730,词库
R4096,收入,摘要或备注,包含,税务局,,,内部调拨类,自有资金调拨,其他收入,730,词库
R4097,收入,摘要或备注,包含,非税,,,内部调拨类,自有资金调拨,其他收入,730,词库
R4098,收入,摘要或备注,包含,建账费,,,内部调拨类,自有资金调拨,其他收入,730,词库
R4099,收入,摘要或备注,包含,建帐费,,,内部调拨类,自有资金调拨,其他收入,730,词库
R4100,收入,对手名称,包含,单位结算记录类业务资信证明收入,,,内部调拨类,自有资金调拨,其他收入,730,词库
R4101,收入,对手名称,包含,对公工行证书收入,,,内部调拨类,自有资金调拨,其他收入,730,词库
R4102,支出,摘要或备注,包含,水费,,,经营类,运营成本,水电能源,730,词库
R4103,支出,摘要或备注,包含,电费,,,经营类,运营成本,水电能源,730,词库
R4104,支出,摘要或备注,包含,水电,,,经营类,运营成本,水电能源,730,词库
R4105,支出,摘要或备注,包含,燃气费,,,经营类,运营成本,水电能源,730,词库
R4106,支出,摘要或备注,包含,煤气费,,,经营类,运营成本,水电能源,730,词库
R4107,支出,摘要或备注,包含,自来水,,,经营类,运营成本,水电能源,730,词库
R4108,支出,摘要或备注,包含,水表款,,,经营类,运营成本,水电能源,730,词库
R4109,支出,对手名称,包含,水务,,,经营类,运营成本,水电能源,730,词库
R4110,支出,对手名称,包含,供电,,,经营类,运营成本,水电能源,730,词库
R4111,支出,对手名称,包含,自来水,,,经营类,运营成本,水电能源,730,词库
R4112,支出,对手名称,包含,银电联网,,,经营类,运营成本,水电能源,730,词库
R4113,支出,银行备注,包含,现金,,,经营类,现金,现金取款,720,词库
R4114,支出,银行备注,包含,ATM,,,经营类,现金,现金取款,720,词库
R4115,支出,银行备注,包含,现存,,,经营类,现金,现金取款,720,词库
R4116,支出,银行备注,包含,存现,,,经营类,现金,现金取款,720,词库
R4117,支出,银行备注,包含,取现,,,经营类,现金,现金取款,720,词库
R4118,支出,银行备注,包含,现取,,,经营类,现金,现金取款,720,词库
R4119,支出,银行备注,包含,现支,,,经营类,现金,现金取款,720,词库
R4120,支出,对手名称,包含,卡提现,,,经营类,现金,现金取款,720,词库
R4121,支出,对手名称,包含,现金,,,经营类,现金,现金取款,720,词库
R4122,支出,摘要或备注,包含,洗水,,,经营类,主营业务,采购支出,710,词库
R4123,支出,摘要或备注,包含,充电,,,经营类,主营业务,采购支出,710,词库
R4124,支出,摘要或备注,包含,文件柜,,,经营类,主营业务,采购支出,710,词库
R4125,支出,摘要或备注,包含,笔记本,,,经营类,主营业务,采购支出,710,词库
R4126,支出,摘要或备注,包含,打印,,,经营类,主营业务,采购支出,710,词库
R4127,支出,摘要或备注,包含,赞助款,,,经营类,主营业务,采购支出,710,词库
R4128,支出,摘要或备注,包含,测试,,,经营类,主营业务,采购支出,710,词库
R4129,支出,摘要或备注,包含,橱柜,,,经营类,主营业务,采购支出,710,词库
R4130,支出,对手名称,包含,报关,,,经营类,主营业务,采购支出,710,词库
R4131,支出,摘要或备注,包含,报关,,,经营类,主营业务,采购支出,710,词库
R4132,支出,摘要或备注,包含,原料,,,经营类,主营业务,采购支出,710,词库
R4133,支出,摘要或备注,包含,购货,,,经营类,主营业务,采购支出,710,词库
R4134,支出,摘要或备注,包含,电梯,,,经营类,主营业务,采购支出,710,词库
R4135,支出,摘要或备注,包含,回佣,,,经营类,主营业务,采购支出,710,词库
R4136,支出,摘要或备注,包含,材料,,,经营类,主营业务,采购支出,710,词库
R4137,支出,摘要或备注,包含,尾款,,,经营类,主营业务,采购支出,710,词库
R4138,支出,摘要或备注,包含,PAYMENT FOR GOODS,,,经营类,主营业务,采购支出,710,词库
R4139,支出,摘要或备注,包含,余款,,,经营类,主营业务,采购支出,710,词库
R4140,支出,摘要或备注,包含,扭蛋,,,经营类,主营业务,采购支出,710,词库
R4141,支出,摘要或备注,包含,预付,,,经营类,主营业务,采购支出,710,词库
R4142,支出,摘要或备注,包含,地毯,,,经营类,主营业务,采购支出,710,词库
R4143,支出,摘要或备注,包含,配送,,,经营类,主营业务,采购支出,710,词库
R4144,支出,摘要或备注,包含,道具,,,经营类,主营业务,采购支出,710,词库
R4145,支出,摘要或备注,包含,运费,,,经营类,主营业务,采购支出,710,词库
R4146,支出,摘要或备注,包含,设备,,,经营类,主营业务,采购支出,710,词库
R4147,支出,摘要或备注,包含,电脑,,,经营类,主营业务,采购支出,710,词库
R4148,支出,摘要或备注,包含,物流,,,经营类,主营业务,采购支出,710,词库
R4149,支出,摘要或备注,包含,保养,,,经营类,主营业务,采购支出,710,词库
R4150,支出,摘要或备注,包含,资料,,,经营类,主营业务,采购支出,710,词库
R4151,支出,摘要或备注,包含,维护,,,经营类,主营业务,采购支出,710,词库
R4152,支出,摘要或备注,包含,安装,,,经营类,主营业务,采购支出,710,词库
R4153,支出,摘要或备注,包含,吊装,,,经营类,主营业务,采购支出,710,词库
R4154,支出,摘要或备注,包含,空调,,,经营类,主营业务,采购支出,710,词库
R4155,支出,摘要或备注,包含,装修,,,经营类,主营业务,采购支出,710,词库
R4156,支出,摘要或备注,包含,扫把,,,经营类,主营业务,采购支出,710,词库
R4157,支出,摘要或备注,包含,瓷砖,,,经营类,主营业务,采购支出,710,词库
R4158,支出,摘要或备注,包含,电缆,,,经营类,主营业务,采购支出,710,词库
R4159,支出,摘要或备注,包含,养护,,,经营类,主营业务,采购支出,710,词库
R4160,支出,摘要或备注,包含,津贴,,,经营类,主营业务,采购支出,710,词库
R4161,支出,摘要或备注,包含,工衣,,,经营类,主营业务,采购支出,710,词库
R4162,支出,摘要或备注,包含,技术,,,经营类,主营业务,采购支出,710,词库
R4163,支出,摘要或备注,包含,箱,,,经营类,主营业务,采购支出,710,词库
R4164,支出,摘要或备注,包含,食材,,,经营类,主营业务,采购支出,710,词库
R4165,支出,摘要或备注,包含,加工,,,经营类,主营业务,采购支出,710,词库
R4166,支出,摘要或备注,包含,玻璃,,,经营类,主营业务,采购支出,710,词库
R4167,支出,摘要或备注,包含,石材,,,经营类,主营业务,采购支出,710,词库
R4168,支出,摘要或备注,包含,广告,,,经营类,主营业务,采购支出,710,词库
R4169,支出,摘要或备注,包含,绿化,,,经营类,主营业务,采购支出,710,词库
R4170,支出,摘要或备注,包含,检测,,,经营类,主营业务,采购支出,710,词库
R4171,支出,摘要或备注,包含,家具,,,经营类,主营业务,采购支出,710,词库
R4172,支出,摘要或备注,包含,茶叶,,,经营类,主营业务,采购支出,710,词库
R4173,支出,摘要或备注,包含,配件,,,经营类,主营业务,采购支出,710,词库
R4174,支出,摘要或备注,包含,猪,,,经营类,主营业务,采购支出,710,词库
R4175,支出,摘要或备注,包含,项目,,,经营类,主营业务,采购支出,710,词库
R4176,支出,摘要或备注,包含,采购,,,经营类,主营业务,采购支出,710,词库
R4177,支出,摘要或备注,包含,苗木,,,经营类,主营业务,采购支出,710,词库
R4178,支出,摘要或备注,包含,轮胎,,,经营类,主营业务,采购支出,710,词库
R4179,支出,摘要或备注,包含,冲压件,,,经营类,主营业务,采购支出,710,词库
R4180,支出,摘要或备注,包含,模具,,,经营类,主营业务,采购支出,710,词库
R4181,支出,摘要或备注,包含,灯,,,经营类,主营业务,采购支出,710,词库
R4182,支出,摘要或备注,包含,锡丝,,,经营类,主营业务,采购支出,710,词库
R4183,支出,摘要或备注,包含,维修,,,经营类,主营业务,采购支出,710,词库
R4184,支出,摘要或备注,包含,货架,,,经营类,主营业务,采购支出,710,词库
R4185,支出,摘要或备注,包含,电线,,,经营类,主营业务,采购支出,710,词库
R4186,支出,摘要或备注,包含,制作,,,经营类,主营业务,采购支出,710,词库
R4187,支出,摘要或备注,包含,PAYMENT OF GOODS,,,经营类,主营业务,采购支出,710,词库
R4188,支出,摘要或备注,包含,水泵,,,经营类,主营业务,采购支出,710,词库
R4189,支出,摘要或备注,包含,设计,,,经营类,主营业务,采购支出,710,词库
R4190,支出,摘要或备注,包含,工程,,,经营类,主营业务,采购支出,710,词库
R4191,支出,摘要或备注,包含,管理,,,经营类,主营业务,采购支出,710,词库
R4192,支出,摘要或备注,包含,印刷,,,经营类,主营业务,采购支出,710,词库
R4193,支出,摘要或备注,包含,定金,,,经营类,主营业务,采购支出,710,词库
R4194,支出,摘要或备注,包含,合同,,,经营类,主营业务,采购支出,710,词库
R4195,支出,摘要或备注,包含,钢材,,,经营类,主营业务,采购支出,710,词库
R4196,支出,摘要或备注,包含,锡条,,,经营类,主营业务,采购支出,710,词库
R4197,支出,摘要或备注,包含,教材,,,经营类,主营业务,采购支出,710,词库
R4198,支出,摘要或备注,包含,布料,,,经营类,主营业务,采购支出,710,词库
R4199,支出,摘要或备注,包含,运输,,,经营类,主营业务,采购支出,710,词库
R4200,支出,摘要或备注,包含,修缮,,,经营类,主营业务,采购支出,710,词库
R4201,支出,摘要或备注,包含,刀模,,,经营类,主营业务,采购支出,710,词库
R4202,支出,摘要或备注,包含,服务,,,经营类,主营业务,采购支出,710,词库
R4203,支出,摘要或备注,包含,窗帘,,,经营类,主营业务,采购支出,710,词库
R4204,支出,摘要或备注,包含,模胚,,,经营类,主营业务,采购支出,710,词库
R4205,支出,摘要或备注,包含,修理,,,经营类,主营业务,采购支出,710,词库
R4206,支出,摘要或备注,包含,承包,,,经营类,主营业务,采购支出,710,词库
R4207,支出,摘要或备注,包含,煤气,,,经营类,主营业务,采购支出,710,词库
R4208,支出,摘要或备注,包含,订金,,,经营类,主营业务,采购支出,710,词库
R4209,支出,摘要或备注,包含,貨款,,,经营类,主营业务,采购支出,710,词库
R4210,支出,摘要或备注,包含,生活用品,,,经营类,主营业务,采购支出,710,词库
R4211,支出,摘要或备注,包含,棉花,,,经营类,主营业务,采购支出,710,词库
R4212,支出,摘要或备注,包含,销售,,,经营类,主营业务,采购支出,710,词库
R4213,支出,摘要或备注,包含,货款,,,经营类,主营业务,采购支出,710,词库
R4214,支出,摘要或备注,包含,学费,,,经营类,主营业务,采购支出,710,词库
R4215,支出,摘要或备注,包含,影像,,,经营类,主营业务,采购支出,710,词库
R4216,支出,摘要或备注,包含,烟草,,,经营类,主营业务,采购支出,710,词库
R4217,支出,摘要或备注,包含,搬运,,,经营类,主营业务,采购支出,710,词库
R4218,支出,摘要或备注,包含,备件,,,经营类,主营业务,采购支出,710,词库
R4219,支出,摘要或备注,包含,物料,,,经营类,主营业务,采购支出,710,词库
R4220,支出,摘要或备注,包含,冻干款,,,经营类,主营业务,采购支出,710,词库
R4221,支出,摘要或备注,包含,易耗品,,,经营类,主营业务,采购支出,710,词库
R4222,支出,摘要或备注,包含,卫材,,,经营类,主营业务,采购支出,710,词库
R4223,支出,摘要或备注,包含,消毒,,,经营类,主营业务,采购支出,710,词库
R4224,支出,摘要或备注,包含,轴承,,,经营类,主营业务,采购支出,710,词库
