规则编号,适用方向,依据字段,匹配方式,关键词,排除关键词,对手名称含,一级标签,二级标签,三级标签,优先级,备注
R5964,支出,摘要或备注,包含,端午节,,,经营类,主营业务,采购支出,710,词库
R5965,支出,摘要或备注,包含,书集费,,,经营类,主营业务,采购支出,710,词库
R5966,支出,摘要或备注,包含,放线费,,,经营类,主营业务,采购支出,710,词库
R5967,支出,摘要或备注,包含,植被,,,经营类,主营业务,采购支出,710,词库
R5968,支出,摘要或备注,包含,建造师,,,经营类,主营业务,采购支出,710,词库
R5969,支出,摘要或备注,包含,商检,,,经营类,主营业务,采购支出,710,词库
R5970,支出,摘要或备注,包含,彩铃费,,,经营类,主营业务,采购支出,710,词库
R5971,支出,摘要或备注,包含,域名,,,经营类,主营业务,采购支出,710,词库
R5972,支出,摘要或备注,包含,上户费,,,经营类,主营业务,采购支出,710,词库
R5973,支出,摘要或备注,包含,软装费,,,经营类,主营业务,采购支出,710,词库
R5974,支出,摘要或备注,包含,喷画,,,经营类,主营业务,采购支出,710,词库
R5975,支出,摘要或备注,包含,评标,,,经营类,主营业务,采购支出,710,词库
R5976,支出,摘要或备注,包含,文学,,,经营类,主营业务,采购支出,710,词库
R5977,支出,摘要或备注,包含,试听费,,,经营类,主营业务,采购支出,710,词库
R5978,支出,摘要或备注,包含,地暖款,,,经营类,主营业务,采购支出,710,词库
R5979,支出,摘要或备注,包含,铝窗,,,经营类,主营业务,采购支出,710,词库
R5980,支出,摘要或备注,包含,瓷片,,,经营类,主营业务,采购支出,710,词库
R5981,支出,摘要或备注,包含,政府款项,,,经营类,主营业务,采购支出,710,词库
R5982,支出,摘要或备注,包含,烧结炉,,,经营类,主营业务,采购支出,710,词库
R5983,支出,摘要或备注,包含,预算款,,,经营类,主营业务,采购支出,710,词库
R5984,支出,摘要或备注,包含,管子,,,经营类,主营业务,采购支出,710,词库
R5985,支出,摘要或备注,包含,加热款,,,经营类,主营业务,采购支出,710,词库
R5986,支出,摘要或备注,包含,方管,,,经营类,主营业务,采购支出,710,词库
R5987,支出,摘要或备注,包含,钢带管,,,经营类,主营业务,采购支出,710,词库
R5988,支出,摘要或备注,包含,电子屏,,,经营类,主营业务,采购支出,710,词库
R5989,支出,摘要或备注,包含,甲酰胺,,,经营类,主营业务,采购支出,710,词库
R5990,支出,摘要或备注,包含,纯碱,,,经营类,主营业务,采购支出,710,词库
R5991,支出,摘要或备注,包含,速凝剂,,,经营类,主营业务,采购支出,710,词库
R5992,支出,摘要或备注,包含,釆购款,,,经营类,主营业务,采购支出,710,词库
R5993,支出,摘要或备注,包含,编织线,,,经营类,主营业务,采购支出,710,词库
R5994,支出,摘要或备注,包含,供热,,,经营类,主营业务,采购支出,710,词库
R5995,支出,摘要或备注,包含,绿豆沙,,,经营类,主营业务,采购支出,710,词库
R5996,支出,摘要或备注,包含,竹款,,,经营类,主营业务,采购支出,710,词库
R5997,支出,摘要或备注,包含,屏幕,,,经营类,主营业务,采购支出,710,词库
R5998,支出,摘要或备注,包含,生鲜,,,经营类,主营业务,采购支出,710,词库
R5999,支出,摘要或备注,包含,字画,,,经营类,主营业务,采购支出,710,词库
R6000,支出,摘要或备注,包含,氧化铝,,,经营类,主营业务,采购支出,710,词库
R6001,支出,摘要或备注,包含,双氰胺,,,经营类,主营业务,采购支出,710,词库
R6002,支出,摘要或备注,包含,竞拍款,,,经营类,主营业务,采购支出,710,词库
R6003,支出,摘要或备注,包含,服套,,,经营类,主营业务,采购支出,710,词库
R6004,支出,摘要或备注,包含,管款,,,经营类,主营业务,采购支出,710,词库
R6005,支出,摘要或备注,包含,字幕,,,经营类,主营业务,采购支出,710,词库
R6006,支出,摘要或备注,包含,厂服,,,经营类,主营业务,采购支出,710,词库
R6007,支出,摘要或备注,包含,铜箔,,,经营类,主营业务,采购支出,710,词库
R6008,支出,摘要或备注,包含,打画款,,,经营类,主营业务,采购支出,710,词库
R6009,支出,摘要或备注,包含,技校,,,经营类,主营业务,采购支出,710,词库
R6010,支出,摘要或备注,包含,草籽,,,经营类,主营业务,采购支出,710,词库
R6011,支出,摘要或备注,包含,筒钻,,,经营类,主营业务,采购支出,710,词库
R6012,支出,摘要或备注,包含,摄制款,,,经营类,主营业务,采购支出,710,词库
R6013,支出,摘要或备注,包含,电炒锅,,,经营类,主营业务,采购支出,710,词库
R6014,支出,摘要或备注,包含,铁矿,,,经营类,主营业务,采购支出,710,词库
R6015,支出,摘要或备注,包含,木工,,,经营类,主营业务,采购支出,710,词库
R6016,支出,摘要或备注,包含,栏杆,,,经营类,主营业务,采购支出,710,词库
R6017,支出,摘要或备注,包含,圆片款,,,经营类,主营业务,采购支出,710,词库
R6018,支出,摘要或备注,包含,水塔,,,经营类,主营业务,采购支出,710,词库
R6019,支出,摘要或备注,包含,轨道,,,经营类,主营业务,采购支出,710,词库
R6020,支出,摘要或备注,包含,大方款,,,经营类,主营业务,采购支出,710,词库
R6021,支出,摘要或备注,包含,定架款,,,经营类,主营业务,采购支出,710,词库
R6022,支出,摘要或备注,包含,青苗,,,经营类,主营业务,采购支出,710,词库
R6023,支出,摘要或备注,包含,海带,,,经营类,主营业务,采购支出,710,词库
R6024,支出,摘要或备注,包含,扁钢,,,经营类,主营业务,采购支出,710,词库
R6025,支出,摘要或备注,包含,王老吉,,,经营类,主营业务,采购支出,710,词库
R6026,支出,摘要或备注,包含,辅材,,,经营类,主营业务,采购支出,710,词库
R6027,支出,摘要或备注,包含,接待,,,经营类,主营业务,采购支出,710,词库
R6028,支出,摘要或备注,包含,万科金色梦想,,,经营类,主营业务,采购支出,710,词库
R6029,支出,摘要或备注,包含,君合新城玺樾,,,经营类,主营业务,采购支出,710,词库
R6030,支出,摘要或备注,包含,新城悦隽,,,经营类,主营业务,采购支出,710,词库
R6031,支出,摘要或备注,包含,涟钢,,,经营类,主营业务,采购支出,710,词库
R6032,支出,摘要或备注,包含,金色梦想,,,经营类,主营业务,采购支出,710,词库
R6033,支出,摘要或备注,包含,轻循环,,,经营类,主营业务,采购支出,710,词库
R6034,支出,摘要或备注,包含,盛康托养,,,经营类,主营业务,采购支出,710,词库
R6035,支出,摘要或备注,包含,莱那珂,,,经营类,主营业务,采购支出,710,词库
R6036,支出,摘要或备注,包含,微信收单,,,经营类,主营业务,采购支出,710,词库
R6037,支出,摘要或备注,包含,条码收单实时,,,经营类,主营业务,采购支出,710,词库
R6038,支出,摘要或备注,包含,商户资金入账,,,经营类,主营业务,采购支出,710,词库
R6039,支出,摘要或备注,包含,呼啦收单,,,经营类,主营业务,采购支出,710,词库
R6040,支出,摘要或备注,包含,银联扫码收单,,,经营类,主营业务,采购支出,710,词库
R6041,支出,摘要或备注,包含,银联入账,,,经营类,主营业务,采购支出,710,词库
R6042,支出,摘要或备注,包含,通行费,,,经营类,主营业务,采购支出,710,词库
R6043,支出,摘要或备注,包含,费元,,,经营类,主营业务,采购支出,710,词库
R6044,支出,摘要或备注,包含,膜料,,,经营类,主营业务,采购支出,710,词库
R6045,支出,摘要或备注,包含,靶材,,,经营类,主营业务,采购支出,710,词库
R6046,支出,摘要或备注,包含,队费,,,经营类,主营业务,采购支出,710,词库
R6047,支出,摘要或备注,包含,购套网,,,经营类,主营业务,采购支出,710,词库
R6048,支出,摘要或备注,包含,花生米,,,经营类,主营业务,采购支出,710,词库
R6049,支出,摘要或备注,包含,办理费,,,经营类,主营业务,采购支出,710,词库
R6050,支出,摘要或备注,包含,加密卡,,,经营类,主营业务,采购支出,710,词库
R6051,支出,摘要或备注,包含,氧化三钛,,,经营类,主营业务,采购支出,710,词库
R6052,支出,摘要或备注,包含,饮品,,,经营类,主营业务,采购支出,710,词库
R6053,支出,摘要或备注,包含,信息费,,,经营类,主营业务,采购支出,710,词库
R6054,支出,摘要或备注,包含,加密码,,,经营类,主营业务,采购支出,710,词库
R6055,支出,摘要或备注,包含,场装,,,经营类,主营业务,采购支出,710,词库
R6056,支出,摘要或备注,包含,糕点,,,经营类,主营业务,采购支出,710,词库
R6057,支出,摘要或备注,包含,取暖,,,经营类,主营业务,采购支出,710,词库
R6058,支出,摘要或备注,包含,票据,,,经营类,主营业务,采购支出,710,词库
R6059,支出,摘要或备注,包含,密码卡,,,经营类,主营业务,采购支出,710,词库
R6060,支出,摘要或备注,包含,港杂费,,,经营类,主营业务,采购支出,710,词库
R6061,支出,摘要或备注,包含,购系统,,,经营类,主营业务,采购支出,710,词库
R6062,支出,摘要或备注,包含,蚬子,,,经营类,主营业务,采购支出,710,词库
R6063,支出,摘要或备注,包含,密钥,,,经营类,主营业务,采购支出,710,词库
R6064,支出,摘要或备注,包含,栉孔贝,,,经营类,主营业务,采购支出,710,词库
R6065,支出,摘要或备注,包含,金线款,,,经营类,主营业务,采购支出,710,词库
R6066,支出,摘要或备注,包含,贝苗,,,经营类,主营业务,采购支出,710,词库
R6067,支出,摘要或备注,包含,口令卡,,,经营类,主营业务,采购支出,710,词库
R6068,支出,摘要或备注,包含,端口,,,经营类,主营业务,采购支出,710,词库
R6069,支出,摘要或备注,包含,装备,,,经营类,主营业务,采购支出,710,词库
R6070,支出,摘要或备注,包含,购物,,,经营类,主营业务,采购支出,710,词库
R6071,支出,摘要或备注,包含,购件款,,,经营类,主营业务,采购支出,710,词库
R6072,支出,摘要或备注,包含,葡萄,,,经营类,主营业务,采购支出,710,词库
R6073,支出,摘要或备注,包含,浆粉,,,经营类,主营业务,采购支出,710,词库
R6074,支出,摘要或备注,包含,皮革,,,经营类,主营业务,采购支出,710,词库
R6075,支出,摘要或备注,包含,轮件,,,经营类,主营业务,采购支出,710,词库
R6076,支出,摘要或备注,包含,坩埚,,,经营类,主营业务,采购支出,710,词库
R6077,支出,摘要或备注,包含,生蚝,,,经营类,主营业务,采购支出,710,词库
R6078,支出,摘要或备注,包含,样品,,,经营类,主营业务,采购支出,710,词库
R6079,支出,摘要或备注,包含,盾款,,,经营类,主营业务,采购支出,710,词库
R6080,支出,摘要或备注,包含,保密卡,,,经营类,主营业务,采购支出,710,词库
R6081,支出,摘要或备注,包含,热缩膜,,,经营类,主营业务,采购支出,710,词库
R6082,支出,摘要或备注,包含,黄金,,,经营类,主营业务,采购支出,710,词库
R6083,支出,摘要或备注,包含,色蛤,,,经营类,主营业务,采购支出,710,词库
R6084,支出,摘要或备注,包含,购煤,,,经营类,主营业务,采购支出,710,词库
R6085,支出,摘要或备注,包含,购网笼,,,经营类,主营业务,采购支出,710,词库
R6086,支出,摘要或备注,包含,尼龙,,,经营类,主营业务,采购支出,710,词库
R6087,支出,摘要或备注,包含,过滤罐,,,经营类,主营业务,采购支出,710,词库
R6088,支出,摘要或备注,包含,劳保,,,经营类,主营业务,采购支出,710,词库
R6089,支出,摘要或备注,包含,加密狗,,,经营类,主营业务,采购支出,710,词库
R6090,支出,摘要或备注,包含,虾,,,经营类,主营业务,采购支出,710,词库
R6091,支出,摘要或备注,包含,初装费,,,经营类,主营业务,采购支出,710,词库
R6092,支出,摘要或备注,包含,淡水产品,,,经营类,主营业务,采购支出,710,词库
R6093,支出,摘要或备注,包含,盾费,,,经营类,主营业务,采购支出,710,词库
R6094,支出,摘要或备注,包含,散泥,,,经营类,主营业务,采购支出,710,词库
R6095,支出,摘要或备注,包含,镀膜,,,经营类,主营业务,采购支出,710,词库
R6096,支出,摘要或备注,包含,色片款,,,经营类,主营业务,采购支出,710,词库
R6097,支出,摘要或备注,包含,面包,,,经营类,主营业务,采购支出,710,词库
R6098,支出,摘要或备注,包含,社区,,,经营类,主营业务,采购支出,710,词库
R6099,支出,摘要或备注,包含,工艺品,,,经营类,主营业务,采购支出,710,词库
R6100,支出,摘要或备注,包含,船舶,,,经营类,主营业务,采购支出,710,词库
R6101,支出,摘要或备注,包含,党徽,,,经营类,主营业务,采购支出,710,词库
R6102,支出,摘要或备注,包含,海鲜,,,经营类,主营业务,采购支出,710,词库
R6103,支出,摘要或备注,包含,建材,,,经营类,主营业务,采购支出,710,词库
R6104,支出,摘要或备注,包含,废钢,,,经营类,主营业务,采购支出,710,词库
R6105,支出,摘要或备注,包含,更新费,,,经营类,主营业务,采购支出,710,词库
R6106,支出,摘要或备注,包含,海参,,,经营类,主营业务,采购支出,710,词库
R6107,支出,摘要或备注,包含,散泥款,,,经营类,主营业务,采购支出,710,词库
R6108,支出,摘要或备注,包含,电子化系统,,,经营类,主营业务,采购支出,710,词库
R6109,支出,摘要或备注,包含,原件款,,,经营类,主营业务,采购支出,710,词库
